title,description,desc_length,author,avg_rating,rating_count,wavg_rating,rating_class,api_publisher,api_page_count,desc_clean,desc_yake,sentiment,negative,neutral,positive,compound,comp_score
"Claymore, Vol. 14: A Child Weapon ","In a world where monsters called Yoma prey on humans and live among them in disguise, humanity's only hope is a new breed of warrior known as Claymores. Half human, half monster, these silver-eyed slayers possess supernatural strength, but are condemned to fight their savage impulses or lose their humanity completely. The Child WarriorIn their hunt for Galatea, the Organization's former number 3, Clarice and Miata enter the Holy City of Rabona, but what they encounter there is far beyond anything they could have anticipated. Also included in this volume are bonus stories of Priscilla and Isley's first meeting, and of Clare's training at the Organization.",557,Norihiro Yagi,4.24,1641,0.008559431704277639,Low,VIZ Media LLC,191.0,world monsters call yoma prey humans live among disguise humanity hope breed warrior know claymores half human half monster silver slayers possess supernatural strength condemn fight savage impulses lose humanity completely child warriorin hunt galatea organization former number clarice miata enter holy city rabona encounter beyond anything could anticipate also include volume bonus stories priscilla isley first meet clare train organization,world humanity silver,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
"Claymore, Vol. 13: The Defiant Ones ","In a world where monsters called Yoma prey on humans and live among them in disguise, humanity’s only hope is a new breed of warrior known as Claymores.Audrey and Rachel continue their battle against Riful of the West, and Clare learns some surprising truths about Priscilla, Isley and the struggle for power amongst the Three Great Awakened Ones. Meanwhile, the Organization decides to send Miata and Clarice out on an important mission, but will Clarice be able to keep her unstable young charge in line?In a world where monsters called Yoma prey on humans and live among them in disguise, humanity's only hope is a new breed of warrior known as Claymores. Half human, half monster, these silver-eyed slayers possess supernatural strength, but are condemned to fight their savage impulses or lose their humanity completely.",691,Norihiro Yagi,4.25,2040,0.010667220260723064,High,VIZ Media LLC,189.0,world monsters call yoma prey humans live among disguise humanity hope breed warrior know claymores audrey rachel continue battle riful west clare learn surprise truths priscilla isley struggle power amongst great awaken ones meanwhile organization decide send miata clarice important mission clarice able keep unstable young charge line world monsters call yoma prey humans live among disguise humanity hope breed warrior know claymores half human half monster silver slayers possess supernatural strength condemn fight savage impulses lose humanity completely,humanity breed continue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
"Claymore, Vol. 12: The Souls of the Fallen ","In a world where monsters called Yoma prey on humans and live among them in disguise, humanity’s only hope is a new breed of warrior known as Claymores. Seven years have passed since the devastating battle in Pieta, and now a new generation of Claymores carries on the fight against the Awakened Ones. However, the mystery of Claire's fate, and of that of her comrades, resurfaces after a surprising discovery made by a young Claymore.",362,Norihiro Yagi,4.27,1907,0.010018311031452464,High,VIZ Media LLC,189.0,world monsters call yoma prey humans live among disguise humanity hope breed warrior know claymores years pass since devastate battle pieta generation claymores carry fight awaken ones however mystery claire fate comrades resurface surprise discovery make young claymore,world humans live generation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
"Claymore, Vol. 11: Kindred of Paradise ","A New York Times best selling, multi-arc, character-driven story with great battles and strong-willed females that will appeal to males and females alike.In a world where monsters called Yoma prey on humans and live among them in disguise, humanity's only hope is a new breed of warrior known as Claymores. Half human, half monster, these silver-eyed slayers possess supernatural strength but are condemned to fight their savage impulses or lose their humanity completely.In the northern town of Pieta, Clare and a force of Claymores battle a troupe of Awakened Ones to prevent them from advancing south. Their orders are to hold off the evil horde at all costs, while the Organization prepares a secret weapon. Clare and her comrades realize that theirs is a suicide mission. As their friends fall one by one, the warriors band together to make their last stand.",722,Norihiro Yagi,4.32,1936,0.01028992197272463,High,VIZ Media LLC,200.0,york time best sell multi character drive story great battle strong will females appeal males females alike world monsters call yoma prey humans live among disguise humanity hope breed warrior know claymores half human half monster silver slayers possess supernatural strength condemn fight savage impulses lose humanity completely northern town pieta clare force claymores battle troupe awaken ones prevent advance south order hold evil horde cost organization prepare secret weapon clare comrades realize suicide mission friends fall warriors band together make last stand,york stand multi drive appeal fight,"{'neg': 0.342, 'neu': 0.658, 'pos': 0.0, 'compound': -0.3818}",0.342,0.658,0.0,-0.3818,Negative
"Claymore, Vol. 10: The Battle of the North ","Clare and a group of Claymores are sent to the north to battle a group of Yoma that have banded together under the command of Isley, a powerful Awakened Being. When the warriors arrive, they find their new enemies to be unusually dangerous. They are incredibly strong, well organized, and seem to have a plan to dominate the entire region. Will the Claymores be able to stop this monstrous army?",326,Norihiro Yagi,4.32,1995,0.010603697056400695,High,VIZ Media LLC,189.0,clare group claymores send north battle group yoma band together command isley powerful awaken warriors arrive find enemies unusually dangerous incredibly strong well organize seem plan dominate entire region claymores able stop monstrous army,clare group send north,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
"Claymore, Vol. 9: The Deep Abyss of Purgatory ","A New York Times best selling, multi-arc, character-driven story with great battles and strong-willed females that will appeal to males and females alike.In a world where monsters called Yoma prey on humans and live among them in disguise, humanity's only hope is a new breed of warrior known as Claymores. Half human, half monster, these silver-eyed slayers possess supernatural strength but are condemned to fight their savage impulses or lose their humanity completely.Clare and her fellow Claymores Galatea and Jean must battle the Awakened Beings that are holding them captive. In the process, they find their captors' true motive: by torturing the warriors, they want to force them to awaken and join them in a gathering of Yoma. Will Clare and her comrades be able to defeat the Awakened Beings without becoming one themselves?",701,Norihiro Yagi,4.28,2232,0.011754205696546264,High,VIZ Media LLC,189.0,york time best sell multi character drive story great battle strong will females appeal males females alike world monsters call yoma prey humans live among disguise humanity hope breed warrior know claymores half human half monster silver slayers possess supernatural strength condemn fight savage impulses lose humanity completely clare fellow claymores galatea jean must battle awaken hold captive process find captors true motive torture warriors want force awaken join gather yoma clare comrades able defeat awaken without become,awaken yoma sell fight,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3818}",0.464,0.536,0.0,-0.3818,Negative
"Claymore, Vol. 3: Teresa of the Faint Smile ","A New York Times best selling, multi-arc, character-driven story with great battles and strong-willed females that will appeal to males and females alike.In a world where monsters called Yoma prey on humans and live among them in disguise, humanity's only hope is a new breed of warrior known as Claymores. Half human, half monster, these silver-eyed slayers possess supernatural strength but are condemned to fight their savage impulses or lose their humanity completely.Clare's first battle with the Yoma of Rabona has left her body drained and shattered. With no time to recover, she must face the creature again after it chooses Raki as its next victim. Luckily, Raki remembers that he is carrying Clare's trusted broadsword and manages to get it into her hands. But unlike Clare, the Yoma is fighting at full strength and thirsting for blood...",712,Norihiro Yagi,4.3,3039,0.016081096145383396,High,VIZ Media LLC,191.0,york time best sell multi character drive story great battle strong will females appeal males females alike world monsters call yoma prey humans live among disguise humanity hope breed warrior know claymores half human half monster silver slayers possess supernatural strength condemn fight savage impulses lose humanity completely clare first battle yoma rabona leave body drain shatter time recover must face creature choose raki next victim luckily raki remember carry clare trust broadsword manage hand unlike clare yoma fight full strength thirst blood,yoma clare fight sell,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3818}",0.464,0.536,0.0,-0.3818,Negative
"Claymore, Vol. 4: Marked for the Death ","A New York Times best selling, multi-arc, character-driven story with great battles and strong-willed females that will appeal to males and females alike.In a world where monsters called Yoma prey on humans and live among them in disguise, humanity's only hope is a new breed of warrior known as Claymores. Half human, half monster, these silver-eyed slayers possess supernatural strength but are condemned to fight their savage impulses or lose their humanity completely.Teresa, a powerful Claymore, saves a young girl from her bandit captors and leaves the child in the care of some villagers. But triumph quickly gives way to despair when the situation takes a tragic turn, and Teresa is forced to kill a human--an act that will condemn her to death at the hands of her own kind.",653,Norihiro Yagi,4.34,2650,0.014152379009494788,High,VIZ Media LLC,187.0,york time best sell multi character drive story great battle strong will females appeal males females alike world monsters call yoma prey humans live among disguise humanity hope breed warrior know claymores half human half monster silver slayers possess supernatural strength condemn fight savage impulses lose humanity completely teresa powerful claymore save young girl bandit captors leave child care villagers triumph quickly give despair situation take tragic turn teresa force kill human condemn death hand kind,females condemn story triumph,"{'neg': 0.338, 'neu': 0.26, 'pos': 0.403, 'compound': 0.128}",0.338,0.26,0.403,0.128,Positive
"Claymore, Vol. 8: The Witch's Maw ","A New York Times best selling, multi-arc, character-driven story with great battles and strong-willed females that will appeal to males and females alike.In a world where monsters called Yoma prey on humans and live among them in disguise, humanity's only hope is a new breed of warrior known as Claymores. Half human, half monster, these silver-eyed slayers possess supernatural strength but are condemned to fight their savage impulses or lose their humanity completely.Clare's battle with the awakened Ophelia ends with a surprising request from Ophelia. Ominous signs begin to emerge as Clare searches for Raki. Not only are the usually solitary Yoma joining forces, they appear to be preparing for battle. More mysteriously, Clare is taken captive by a male Awakened Being and held in a dungeon with other Claymores. Who are her captors, and what do they want?",727,Norihiro Yagi,4.28,2446,0.012881767194665305,High,VIZ Media LLC,187.0,york time best sell multi character drive story great battle strong will females appeal males females alike world monsters call yoma prey humans live among disguise humanity hope breed warrior know claymores half human half monster silver slayers possess supernatural strength condemn fight savage impulses lose humanity completely clare battle awaken ophelia surprise request ophelia ominous sign begin emerge clare search raki usually solitary yoma join force appear prepare battle mysteriously clare take captive male awaken hold dungeon claymores captors want,battle york great silver,"{'neg': 0.299, 'neu': 0.23, 'pos': 0.471, 'compound': 0.3612}",0.299,0.23,0.471,0.3612,Positive
"Claymore, Vol. 5: The Slashers ","Teresa, a powerful Claymore, saves a young girl from her bandit captors and leaves the child in the care of some villagers. But triumph quickly gives way to despair when the situation takes a tragic turn, and Teresa is forced to kill a human--an act that will condemn her to death at the hands of her own kind.",253,Norihiro Yagi,4.33,2653,0.01413574725580496,High,VIZ Media LLC,195.0,teresa powerful claymore save young girl bandit captors leave child care villagers triumph quickly give despair situation take tragic turn teresa force kill human condemn death hand kind,kind teresa claymore,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.5267}",0.0,0.37,0.63,0.5267,Positive
"Claymore, Vol. 6: The Endless Gravestones ","Teresa, a powerful Claymore, saves a young girl from her bandit captors and leaves the child in the care of some villagers. But triumph quickly gives way to despair when the situation takes a tragic turn, and Teresa is forced to kill a human--an act that will condemn her to death at the hands of her own kind.",253,Norihiro Yagi,4.3,2302,0.012179712679918023,High,VIZ Media LLC,189.0,teresa powerful claymore save young girl bandit captors leave child care villagers triumph quickly give despair situation take tragic turn teresa force kill human condemn death hand kind,kind teresa claymore,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.5267}",0.0,0.37,0.63,0.5267,Positive
"Claymore, Vol. 7: Fit for Battle ","Fearing that she's no match for the deadly Claymore named Ophelia, Clare spirits her companion Raki away to relative safety. But no matter how far they run they won't be able to escape Ophelia's heightened senses. And now that Ophelia knows that Clare has awakened, she will not rest until she has destroyed Clare.",261,Norihiro Yagi,4.32,2390,0.012704394650503159,High,VIZ Media LLC,200.0,fear match deadly claymore name ophelia clare spirit companion raki away relative safety matter able escape ophelia heighten sense ophelia know clare awaken rest destroy clare,ophelia clare match,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Blackheart Knights ,"Power always wins.Imagine Camelot but in Gotham: a city where knights are the celebrities of the day, riding on motorbikes instead of horses and competing in televised fights for fame and money.Imagine a city where a young, magic-touched bastard astonishes everyone by becoming king - albeit with extreme reluctance - and a girl with a secret past trains to become a knight for the sole purpose of vengeance.Imagine a city where magic is illegal but everywhere, in its underground bars, its back-alley soothsayers - and in the people who have to hide what they are for fear of being tattooed and persecuted.Imagine a city where electricity is money, power the only game worth playing, and violence the most fervently worshipped religion.Welcome to a dark, chaotic, alluring place with a tumultuous history, where dreams come true if you want them hard enough - and are prepared to do some very, very bad things to get them . . .""A riveting tragedy of blood and desire - and the coolest thing you'll read this year"" ― Samantha Shannon, author of The Bone Season and The Priory of the Orange Tree""The boldest, smartest, most adventurous fantasy I've read in ages - and it's really f**ing fun"" ― Krystal Sutherland, author of Our Chemical Hearts""Arthurian legend meets urban fantasy in a brilliant, bloody wild ride"" ― Jay Kristoff, No.1 New York Times and Sunday Times bestselling author",1153,Laure Eve,3.73,102,0.00046221748633480447,Low,Hachette UK,400.0,power always imagine camelot gotham city knight celebrities motorbike instead horse compete televise fight fame money imagine city young magic touch bastard astonish everyone become king albeit extreme reluctance girl secret past train become knight sole purpose vengeance imagine city magic illegal everywhere underground back alley soothsayers people hide fear tattoo persecute imagine city electricity money power game worth play violence fervently worship religion welcome dark chaotic allure place tumultuous history dream come true want hard enough prepare things rivet tragedy blood desire coolest thing read year samantha shannon author bone season priory orange tree boldest smartest adventurous fantasy read really krystal sutherland author chemical hearts arthurian legend meet urban fantasy brilliant bloody wild ride kristoff york time sunday time bestselling author,imagine author secret krystal bloody,"{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}",0.42,0.58,0.0,-0.4404,Negative
Warhawk ,"Siege of Terra Book 6With the Lion's Gate space port taken by the enemy, Jaghatai Khan of the White Scars prepares a brazen gambit, but one of his former brothers rises to take up arms against him.READ IT BECAUSEThe heroic and dynamic White Scars hurtle headlong into combat with the unyielding Death Guard. As brother battles brother, the fate of Terra itself hangs in the balance.THE STORYThe Inner Walls are breached.Traitor vanguards tear towards the heart of the Palace, sensing victory. Desperate gambits are attempted: an unwilling saint is released into the ruins, as well as an enthusiastic sinner. A black sword rises, forged from spite, ready to create a legend. But amid the slaughter, Jaghatai Khan, Warhawk of Chogoris, prepares to launch the most audacious strike of the conflict. His goal is nothing less than the liberation of the Lion's Gate space port. Cut off from any help, he stakes everything on one desperate counter-offensive, launched against an old enemy who has been made far greater than he ever was before. As the White Scars ride out against the newly crowned lords of life and death, they know that defeat for them dooms not only the Legion, but Terra itself.",991,Chris Wraight,4.44,200,0.0010870346786172494,Low,Games Workshop,146.0,siege terra book lion gate space port take enemy jaghatai khan white scar prepare brazen gambit former brothers rise take read becausethe heroic dynamic white scar hurtle headlong combat unyielding death guard brother battle brother fate terra hang balance storythe inner wall breach traitor vanguards tear towards heart palace sense victory desperate gambits attempt unwilling saint release ruin well enthusiastic sinner black sword rise forge spite ready create legend amid slaughter jaghatai khan warhawk chogoris prepare launch audacious strike conflict goal nothing less liberation lion gate space port help stake everything desperate counter offensive launch enemy make greater ever white scar ride newly crown lord life death know defeat doom legion terra,white scar enemy launch book,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}",0.467,0.533,0.0,-0.5423,Negative
Sidewinders ,"Two brothers flee an army of fanatics across a vast and magical desert in this white-knuckle sequel to Master Assassins from Robert V.S. Redick, author of The Red Wolf Conspiracy.   The worst of rivals, the closest of friends, the two most wanted men in a war-torn world: Kandri and Mektu Hinjuman have cheated death so often it’s begun to feel like a way of life. But nothing has prepared them for the danger and enchantment of the Ravenous Lands. This sprawling, lethal desert is the brothers’ last hope, for they have killed the favorite son of Her Radiance the Prophet, and her death-priests and magical servants are hunting them day and night.   But there are dangers even within their caravan. Some of their fellow travelers worship the Prophet in secret. Others, including Mektu, have become obsessed with a bejeweled dagger that seems to afflict its owners with madness or death.   At stake is far more than the lives of two runaway soldiers. Kandri is carrying an encoded cure for the World Plague, a disease that has raged for centuries—while far from the desert, certain criminals have learned just how lucrative a plague can be. Are they using the Prophet, or being used by her? Who, in this game of shadows, can Kandri trust?   He knows one thing, however: they must reach Kasralys, great and beautiful fortress-city of the east. Only there can the precious cure be deciphered. Only there can Kandri seek word of the lover who vanished one night without a trace.   But Kasralys, never conquered in 3,000 years, is about to face its greatest siege in history.  ",1302,Robert V.S. Redick,4.54,211,0.0011731357040107831,Low,Talos,672.0,brothers flee army fanatics across vast magical desert white knuckle sequel master assassins robert redick author wolf conspiracy worst rival closest friends want tear world kandri mektu hinjuman cheat death often begin feel like life nothing prepare danger enchantment ravenous land sprawl lethal desert brothers last hope kill favorite radiance prophet death priests magical servants hunt night dangers even within caravan fellow travelers worship prophet secret others include mektu become obsess bejewel dagger seem afflict owners madness death stake live runaway soldier kandri carry encode cure world plague disease centuries desert certain criminals learn lucrative plague prophet game shadow kandri trust know thing however must reach kasralys great beautiful fortress city east precious cure decipher kandri seek word lover vanish night without trace kasralys never conquer years face greatest siege history,kandri death world night flee thing,"{'neg': 0.438, 'neu': 0.562, 'pos': 0.0, 'compound': -0.5994}",0.438,0.562,0.0,-0.5994,Negative
Cry Havoc ,"They say when the demons come, you either fight or you die. The Black Dogs know this all too well. For three hundred years, the warrior priests have sacrificed their lives to keep the island nation of Abios safe from the flesh-eating Nostros, while the rest of the world fell under the demons’ savagery. However, an armada now stands poised to invade mankind’s last bastion. Child thief Jack Frey is saved from the gallows and joins the mysterious order. Trained with the bullet and the blade, Jack finds himself on the front-line of a centuries-old war. Across the Angel Sea, Lin is fighting for her life. As a slave of the Nostros, she knows death can strike at any time, either at the hands of her masters or her fellow humans. Little do they know mankind's fate lies in both their hands. Fans of Peter V. Brett and Brent Weeks will love CRY HAVOC. Dive in to a dark and refreshing fantasy epic you won't be able to put down. ",759,Mike  Morris,4.06,574,0.002862779074794673,Low,Kings Road Publishing,368.0,demons come either fight black know well years warrior priests sacrifice live keep island nation abios safe flesh nostros rest world fell demons savagery however armada stand poise invade mankind last bastion child thief jack frey save gallows join mysterious order train bullet blade jack find front line centuries across angel fight life slave nostros know death strike time either hand master fellow humans little know mankind fate hand peter brett brent weeks love havoc dive dark refresh fantasy epic able,demons fight jack world thief,"{'neg': 0.667, 'neu': 0.333, 'pos': 0.0, 'compound': -0.7184}",0.667,0.333,0.0,-0.7184,Negative
Pennyblade ,"A sharp-tongued disgraced-noble-turned-mercenary has to stop the world collapsing into chaos in this gripping, savagely funny epic fantasy packed with unforgettable characters, for fans of Joe Abercrombie. Exile. Mercenary. Lover. Monster. Pennyblade. Kyra Cal’Adra has spent the last four years on the Main, living in exile from her home, her people, her lover and her past. A highblood commrach—the ancient race of the Isle, dedicated to tradition and the perfection of the blood—she’s welcome among the humans of the Main only for the skill of her rapier, her preternatural bladework. They don't care which of the gleaming towers she came from, nor that her grandmother is matriarch of one of Corso’s most powerful families.  But on the main, women loving women is a sin punishable by death. Kyra is haunted by the ghost of Shen, the love of her life, a lowblood servant woman whom Kyra left behind as she fled the Isle.  When a simple contract goes awry, and her fellow pennyblades betray her, Kyra is set onto a collision course with her old life, and the age-old conflict between the Main and the Isle threatens to erupt once more.",945,J.L. Worrad,5.0,1,0.0,Low,"Titan Books (US, CA)",384.0,sharp tongue disgrace noble turn mercenary stop world collapse chaos grip savagely funny epic fantasy pack unforgettable character abercrombie exile mercenary lover monster pennyblade kyra adra spend last years main live exile home people lover past highblood commrach ancient race isle dedicate tradition perfection blood welcome among humans main skill rapier preternatural bladework care gleam tower come grandmother matriarch corso powerful families main women love women punishable death kyra haunt ghost shen love life lowblood servant woman kyra leave behind flee isle simple contract awry fellow pennyblades betray kyra onto collision course life conflict main isle threaten erupt,kyra main isle erupt blood,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Fortress Draconis ,"The incredible new fantasy epic that began with The Dark Glory War continues in...Fortress DraconisIn an age of treachery and peril, a young thief may be the prophesied savior ... or the betrayer of the world.From Michael A. Stackpole, New York Times bestselling author and a master of epic fantasy, comes a stirring chronicle of magic, intrigue, passion, and the most unlikely of heroes...Once one of the grandest of human cities, Yslin now has a dark heart known as the Dimandowns. And when Will, an orphaned young thief from the Dim, plots to prove himself to his master by stealing a prize from the exiled Elves who share the fetid slums, his theft of the strange artifact snares him in a web of prophecy. It also brings him together with Kedyn’s Crow, a shadowy human warrior, and Resolute, a Vorquelf determined to redeem his long-lost island home. To them, Will could be the fulfillment of a long-held dream and the last chance the world has to save itself from Chytrine, the northern tyrant who would be empress of the world.But their belief in Will finds few allies in a world torn by war and magick. Preoccupied with their own internecine struggles, the world’s leaders see Will as a pawn. Only Chytrine seems able to recognize Will’s destiny, and she sends her Dark Lancers to destroy him. For who better to destroy a hero than the ill-fated heroes of the previous generation, survivors of a failed war to exterminate Chytrine, now corrupted to her service?Yet even as Will is tested, a new generation takes up arms where their predecessors failed. Alexia, princess of a dead nation, leads an army to oppose Chytrine. And the sorcerers of Vilwan have fashioned their own hero, Kerrigan Reese, bestowing upon him powers and abilities no human has held for centuries. Together these heroes travel to the mysterious Fortress Draconis to stop Chytrine from stealing more fragments of the DragonCrown — a powerful artifact that, once in her control, will guarantee her dominion forever.From the Trade Paperback edition.",1684,Michael A. Stackpole,3.95,1683,0.008177812361101466,Low,Spectra,736.0,incredible fantasy epic begin dark glory continue fortress draconisin treachery peril young thief prophesy savior betrayer world michael stackpole york time bestselling author master epic fantasy come stir chronicle magic intrigue passion unlikely heroes grandest human cities yslin dark heart know dimandowns orphan young thief plot prove master steal prize exile elves share fetid slum theft strange artifact snare prophecy also bring together kedyn crow shadowy human warrior resolute vorquelf determine redeem long lose island home could fulfillment long hold dream last chance world save chytrine northern tyrant would empress world belief find ally world tear magick preoccupy internecine struggle world leaders pawn chytrine seem able recognize destiny send dark lancers destroy better destroy hero heroes previous generation survivors fail exterminate chytrine corrupt service even test generation take predecessors fail alexia princess dead nation lead army oppose chytrine sorcerers vilwan fashion hero kerrigan reese bestow upon power abilities human hold centuries together heroes travel mysterious fortress draconis stop chytrine steal fragment dragoncrown powerful artifact control guarantee dominion forever trade paperback edition,world human thief draconisin plot snare,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.5267}",0.405,0.595,0.0,-0.5267,Negative
The Trials of Tristholm ,"“Werewolves? You might as well glue sprinkles to a donkey and tell everyone it’s a rainbow colored unicorn.” -Jedidiah Dawson before disappearing on the way to Tristholm.Tim’s plan didn’t include going toe to toe with one of the most powerful men in Promethia, but he had, and he won.Wasn’t winning supposed to make things easier?Instead of getting to live on easy street, Tim’s victory only increased his reputation as a man who could solve problems.This time those problems had teeth.Thankfully Tim hit level ten, and once he settled on his upgraded class their newest adventure could began in earnest.Life in The Etheric Coast wasn’t exactly what he expected, it was better. With new adventures and epic loot on the horizon, Tim was never more excited to see where his next quest would take him.It was time for Tim to start his next adventure, and there was only one way to attack the unknown. “LeeeeeRoyyyyyyy!”Click ""Read For Free"" or ""Buy Now"" to find out just where the Blue Dagger Society's next adventure takes them.",853,Bradford Bates,4.34,185,0.000982270634279392,Low,Rise of the Grandmaster,648.0,werewolves might well glue sprinkle donkey tell everyone rainbow color unicorn jedidiah dawson disappear tristholm plan include powerful promethia suppose make things easier instead live easy street victory increase reputation could solve problems time problems teeth thankfully level settle upgrade class newest adventure could begin earnest life etheric coast exactly expect better adventure epic loot horizon never excite next quest would take time start next adventure attack unknown leeeeeroyyyyyyy click read free find blue dagger society next adventure take,adventure problems jedidiah thankfully,"{'neg': 0.307, 'neu': 0.114, 'pos': 0.58, 'compound': 0.34}",0.307,0.114,0.58,0.34,Positive
Rise Of The Grandmaster ,"Some people just knew how to go out in style. Tim had never been one of those guys. Tim was always a planner. The plan was to get into college, graduate, and find a well-paying job.That plan was coming together nicely until he saw a presentation to get paid to play 'The Etheric Coast' At his graduation ceremony. After watching the company's employee recruitment video, Big Richie’s words had a whole new meaning. He could spend his life going from a cubicle at work to a one-bedroom apartment and back again. . .Or he could take a leap of faith by entering a virtual world of unlimited possibilities. And get paid.Now he just has to figure out how to get the job of his dreams, help his parents financially, and catch the attention of the girl of his dreams.It was time for him to catch his wave.Tim sure hoped it didn't kill him first.RUNNING TIME ⇒ 20hrs. and 36mins.©2019 Bradford Bates and Michael Anderle (P)2020 Tantor",768,Bradford Bates,4.31,658,0.0034851341273746997,Low,Rise of the Grandmaster,704.0,people know style never always planner plan college graduate find well plan come together nicely presentation play etheric coast graduation ceremony watch company employee recruitment video richie word whole mean could spend life cubicle work bedroom apartment back could take leap faith enter virtual world unlimited possibilities figure dream help parent financially catch attention girl dream time catch wave sure kill first time mins bradford michael anderle tantor,people tantor dream,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25}",0.0,0.5,0.5,0.25,Positive
Vampire: The Masquerade Vol. 2: The Mortician's Army ,"As the unlives of the Kindred twine together and betrayals are unearthed, will Cecily be able to escape and save what's left of her family, or will she be yet another pawn sacrificed to maintain the age-old secret: that vampires exist among the living?BORN FROM THE DARK WORLD OF THE INTERNATIONALLY BEST-SELLING ROLE PLAYING GAME, THE CRITICALLY ACCLAIMED COMIC SERIES CONTINUES.   BORN FROM THE DARK WORLD OF THE INTERNATIONALLY BEST-SELLING ROLE PLAYING GAME, THE CRITICALLY ACCLAIMED COMIC SERIES CONTINUES.  Lick the blood off your lips...Vampire: The Masquerade is here! After learning a disturbing fact about her fake childe’s past, Cecily must keep her secrets close and Ali at arm’s length. As she searches the streets of the Twin Cities for answers, a terrifying possibility surfaces: perhaps Ali has learned the ways of the Kindred better than Cecily herself.  Collects #7-#12 of the ongoing series.",765,Addison Duke,4.12,8,3.442071303979421e-05,Low,Vault Comics,176.0,unlive kindred twine together betrayals unearth cecily able escape save leave family another pawn sacrifice maintain secret vampires exist among live bear dark world internationally best sell role play game critically acclaim comic series continue bear dark world internationally best sell role play game critically acclaim comic series continue lick blood lips vampire masquerade learn disturb fact fake childe past cecily must keep secrets close length search streets twin cities answer terrify possibility surface perhaps learn ways kindred better cecily collect ongoing series,series play disturb,"{'neg': 0.443, 'neu': 0.164, 'pos': 0.393, 'compound': -0.0772}",0.443,0.164,0.393,-0.0772,Negative
Sisters of Shadow and Light ,"The night my sister was born, the stars died and were reborn in her eyes....Zuhra and Inara have grown up in the Citadel of the Paladins, an abandoned fortress where legendary, magical warriors once lived before disappearing from the world--including their Paladin father the night Inara was born.On that same night, a massive, magical hedge grew and imprisoned them within the citadel. Inara inherited their father's Paladin power; her eyes glow blue and she is able to make plants grow at unbelievable rates, but she has been trapped in her own mind because of a ""roar"" that drowns everything else out--leaving Zuhra virtually alone with their emotionally broken human mother.For fifteen years they have lived, trapped in the citadel, with little contact from the outside world...until the day a stranger passes through the hedge, and everything changes.",720,Sara B. Larson,3.8,991,0.004629807496425538,Low,Tor Teen,368.0,night sister bear star reborn zuhra inara grow citadel paladins abandon fortress legendary magical warriors live disappear world include paladin father night inara bear night massive magical hedge grow imprison within citadel inara inherit father paladin power glow blue able make plant grow unbelievable trap mind roar drown everything else leave zuhra virtually alone emotionally break human mother years live trap citadel little contact outside world stranger pass hedge everything change,night inara grow hedge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
